customer,sum,std,m_avg_spent,first_active_in_days,last_active_in_days,nr_purchases,group
customer813,14850.0,133.54150416006752,2121.4285714285716,348.0,2.0,55.0,1
customer814,1830.0,6.344412685745154,183.0,280.0,10.0,54.0,1
customer815,1470.0,30.689539359315198,735.0,337.0,323.0,24.0,1
customer816,652.0,16.58876704635479,217.33333333333334,148.0,34.0,29.0,1
customer817,200.0,0.001,200.0,218.0,218.0,1.0,0
customer818,50.0,0.001,50.0,122.0,122.0,1.0,0
customer819,2600.0,46.29100498862756,866.6666666666666,312.0,141.0,8.0,1
customer82,25871.05,49.0275356914284,2155.920833333333,365.0,3.0,424.0,1
customer820,50.0,0.001,50.0,263.0,263.0,1.0,0
customer821,525.75,5.433963611059222,75.10714285714286,325.0,68.0,38.0,1
customer822,6100.0,79.77240352174658,1220.0,147.0,6.0,22.0,1
customer823,15.0,0.001,15.0,160.0,160.0,1.0,0
customer824,1000.0,24.271195048676717,333.3333333333333,212.0,14.0,11.0,1
customer825,995.0,18.341664773587663,331.6666666666667,366.0,253.0,25.0,1
customer826,50.0,0.001,50.0,258.0,258.0,1.0,0
customer827,42.0,0.001,42.0,153.0,153.0,1.0,0
customer828,1550.0,217.46647251166482,1550.0,142.0,142.0,4.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer83,4129.32,16.813091520127347,375.39272727272726,352.0,3.0,228.0,1
customer830,725.0,28.46396614003489,103.57142857142857,364.0,118.0,20.0,1
customer831,375.0,8.838834764831844,93.75,309.0,159.0,8.0,1
customer832,1300.0,202.072594216369,1300.0,226.0,224.0,4.0,1
customer833,1353.0,41.952812319777344,451.0,313.0,229.0,26.0,1
customer834,175.0,2.041241452319315,87.5,276.0,268.0,6.0,1
customer835,270.0,8.660254037844387,135.0,143.0,30.0,12.0,1
customer836,650.0,17.53003121223674,325.0,40.0,3.0,27.0,1
customer837,76.0,2.9439202887759492,25.333333333333332,156.0,109.0,6.0,1
customer838,371.91,8.315796136547323,74.38199999999999,362.0,233.0,26.0,1
customer839,100.0,0.001,100.0,358.0,358.0,1.0,0
customer84,6382.0,10.651239222945659,797.75,366.0,92.0,244.0,1
customer840,200.0,28.867513459481287,200.0,325.0,325.0,3.0,1
customer841,608.0,4.627728710271704,202.66666666666666,352.0,282.0,36.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer843,50.0,0.001,50.0,27.0,27.0,1.0,0
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer845,332.0,12.224097980160803,83.0,337.0,207.0,8.0,1
customer846,50.0,0.001,50.0,18.0,18.0,1.0,0
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer848,615.0,34.64502529624964,615.0,11.0,8.0,10.0,1
customer849,840.0,30.943496893531602,420.0,106.0,22.0,21.0,1
customer85,3850.0,42.69128986621238,1283.3333333333333,80.0,20.0,38.0,1
customer850,170.0,39.475730941090035,170.0,118.0,114.0,4.0,1
customer851,350.0,106.06601717798213,350.0,149.0,149.0,2.0,1
customer852,25.0,0.001,25.0,295.0,295.0,1.0,0
customer853,3600.0,62.57348620998025,1800.0,49.0,4.0,17.0,1
customer854,110.0,7.52772652709081,110.0,147.0,146.0,6.0,1
customer855,352.0,3.2793327047595753,58.666666666666664,362.0,30.0,30.0,1
customer856,250.0,106.06601717798213,125.0,278.0,156.0,2.0,1
customer857,575.0,7.6094948429383855,575.0,366.0,338.0,17.0,1
customer858,163.0,18.147543451754935,163.0,22.0,16.0,3.0,1
customer859,2700.0,25.819888974716108,1350.0,220.0,209.0,10.0,1
customer86,9175.0,62.940325657225,917.5,297.0,22.0,85.0,1
customer860,2800.0,285.7738033247041,1400.0,249.0,138.0,6.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer862,1320.0,38.07886552931954,1320.0,365.0,360.0,12.0,1
customer863,1135.0,12.425453387779934,141.875,357.0,130.0,37.0,1
customer864,645.0,12.116953308950611,215.0,364.0,125.0,42.0,1
customer865,50.0,0.001,50.0,232.0,232.0,1.0,0
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer867,1100.0,21.104556352848896,220.0,132.0,11.0,30.0,1
customer868,410.0,13.870146083619755,136.66666666666666,362.0,289.0,15.0,1
customer869,170.0,15.0,56.666666666666664,307.0,272.0,4.0,1
customer87,520.37,8.911898299971888,47.306363636363635,345.0,13.0,39.0,1
customer870,950.0,73.59800721939872,475.0,323.0,284.0,6.0,1
customer871,100.0,0.001,100.0,89.0,89.0,1.0,0
customer872,175.0,16.240894885032247,175.0,28.0,8.0,6.0,1
customer873,25.0,0.001,25.0,44.0,44.0,1.0,0
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer875,6100.0,374.38594413363757,3050.0,301.0,168.0,14.0,1
customer876,650.0,38.414768572053696,325.0,130.0,112.0,9.0,1
customer877,25.0,0.001,25.0,48.0,48.0,1.0,0
customer878,317.0,23.598829672353713,158.5,264.0,236.0,7.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer88,6471.81,6.801486503622513,539.3175,362.0,2.0,467.0,1
customer880,1000.0,27.81743201320934,142.85714285714286,262.0,2.0,15.0,1
customer881,480.0,23.84848003542364,480.0,233.0,215.0,9.0,1
customer882,150.0,35.35533905932738,150.0,317.0,315.0,2.0,1
customer883,2740.0,130.68318651645757,456.6666666666667,255.0,72.0,15.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer885,30.0,0.001,30.0,194.0,194.0,1.0,0
customer886,874.0,80.17079981425371,437.0,316.0,294.0,8.0,1
customer887,40.0,0.001,40.0,3.0,3.0,1.0,0
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer889,6415.0,157.50071888494782,1603.75,257.0,122.0,24.0,1
customer89,7551.0,12.194138871228349,629.25,366.0,2.0,448.0,1
customer890,1365.0,34.132096331752024,1365.0,254.0,249.0,15.0,1
customer891,1000.0,18.89822365046136,500.0,70.0,43.0,7.0,1
customer893,175.0,13.693063937629153,175.0,363.0,362.0,5.0,1
customer894,7950.0,648.5331434053606,3975.0,365.0,280.0,7.0,1
customer895,180.0,19.493588689617926,90.0,109.0,70.0,5.0,1
customer896,25.0,0.001,25.0,61.0,61.0,1.0,0
customer897,100.0,3.3333333333333335,25.0,304.0,206.0,9.0,1
customer898,250.0,25.000000000000004,125.0,359.0,321.0,4.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer9,9167.0,60.49414756043197,916.7,295.0,5.0,196.0,1
customer90,50.0,0.001,50.0,281.0,281.0,1.0,0
customer900,175.55,1.9908277771056033,58.51666666666667,362.0,302.0,15.0,1
customer901,594.0,7.365459931328118,297.0,324.0,240.0,16.0,1
customer902,950.0,14.006801069140527,950.0,46.0,38.0,21.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer904,330.0,50.91659847240388,330.0,359.0,339.0,5.0,1
customer905,248.0,31.15552385479446,62.0,339.0,68.0,6.0,1
customer906,785.0,12.594380534692112,157.0,361.0,208.0,20.0,1
customer907,226.0,13.917614738165446,113.0,344.0,316.0,5.0,1
customer908,765.0,15.699501870261967,765.0,320.0,319.0,13.0,1
customer909,50.0,0.001,50.0,314.0,314.0,1.0,0
customer91,12985.55,10.166428914831446,1298.5549999999998,365.0,83.0,483.0,1
customer910,2640.0,76.29582315945578,660.0,102.0,18.0,19.0,1
customer911,107.45,10.530930633139693,53.725,363.0,258.0,5.0,1
customer912,3270.0,146.56677038748649,3270.0,352.0,344.0,11.0,1
customer913,190.0,7.745966692414834,38.0,341.0,11.0,10.0,1
customer914,270.0,4.755028298301395,67.5,336.0,136.0,17.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer917,293.0,10.853058964590991,36.625,288.0,22.0,10.0,1
customer918,140.0,5.773502691896258,140.0,120.0,120.0,3.0,1
customer919,50.0,0.001,50.0,77.0,77.0,1.0,0
customer92,50.0,0.001,50.0,115.0,115.0,1.0,0
customer920,650.0,18.89822365046136,325.0,176.0,150.0,7.0,1
customer921,7850.0,747.9601890772292,1962.5,365.0,129.0,9.0,1
customer922,310.0,3.199702367110922,51.666666666666664,203.0,6.0,15.0,1
customer923,623.0,12.957249807758018,311.5,366.0,326.0,31.0,1
customer924,690.0,99.84988733093293,345.0,204.0,180.0,5.0,1
customer925,505.0,9.170109546287279,168.33333333333334,129.0,72.0,11.0,1
customer926,195.0,5.773502691896257,195.0,366.0,357.0,13.0,1
customer927,225.0,31.45764348029479,75.0,86.0,21.0,4.0,1
customer928,10.0,0.001,10.0,365.0,365.0,1.0,0
customer929,1650.0,89.97354108424373,550.0,147.0,35.0,7.0,1
customer93,6741.31,19.034574087459294,674.131,350.0,14.0,197.0,1
customer930,1700.0,20.892772350933626,425.0,361.0,253.0,28.0,1
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer932,250.0,0.001,250.0,64.0,64.0,1.0,0
customer933,530.0,15.976172734359603,44.166666666666664,350.0,7.0,15.0,1
customer934,715.0,25.446765585981233,715.0,347.0,339.0,12.0,1
customer935,1000.0,20.225995873897265,250.0,121.0,23.0,11.0,1
customer936,2050.0,74.46780878644508,2050.0,359.0,343.0,11.0,1
customer937,370.0,25.035688811888406,185.0,69.0,34.0,8.0,1
customer938,4736.0,75.67910963619772,1578.6666666666667,106.0,59.0,27.0,1
customer939,200.0,35.35533905932737,200.0,90.0,71.0,4.0,1
customer94,4989.21,17.790613861969593,415.7675,366.0,7.0,132.0,1
customer940,1100.0,168.0773631397161,550.0,332.0,282.0,5.0,1
customer941,225.0,34.27827300200522,75.0,153.0,21.0,5.0,1
customer942,85.0,7.637626158259733,28.333333333333332,314.0,151.0,3.0,1
customer943,604.28,33.07918767356383,100.71333333333332,364.0,140.0,8.0,1
customer944,450.0,35.35533905932738,450.0,13.0,10.0,2.0,1
customer945,1220.0,21.821789023599237,174.28571428571428,311.0,13.0,21.0,1
customer946,4400.0,609.449400220044,1466.6666666666667,354.0,215.0,8.0,1
customer947,486.0,9.501196096951544,243.0,87.0,16.0,12.0,1
customer948,1270.0,108.67086611809599,635.0,333.0,238.0,8.0,1
customer949,245.0,44.791182167922294,81.66666666666667,272.0,211.0,4.0,1
customer95,50.0,0.001,50.0,18.0,18.0,1.0,0
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer952,50.0,0.001,50.0,268.0,268.0,1.0,0
customer953,50.0,7.0710678118654755,50.0,269.0,269.0,2.0,1
customer954,350.0,25.000000000000004,350.0,261.0,261.0,4.0,1
customer955,100.0,0.001,100.0,45.0,45.0,1.0,0
customer956,500.0,0.001,500.0,175.0,175.0,1.0,0
customer957,275.0,62.91528696058958,275.0,366.0,347.0,3.0,1
customer958,300.0,15.118578920369089,150.0,191.0,32.0,8.0,1
customer959,450.0,94.64847243000456,150.0,99.0,20.0,4.0,1
customer96,9610.74,4.173157701469577,800.895,366.0,2.0,900.0,1
customer960,340.0,14.638501094227996,170.0,65.0,49.0,7.0,1
customer961,200.0,0.001,200.0,261.0,261.0,1.0,0
customer962,9935.0,174.66366489150892,4967.5,351.0,331.0,16.0,1
customer963,170.0,5.149286505444373,170.0,57.0,56.0,12.0,1
customer964,200.0,0.001,200.0,329.0,329.0,1.0,0
customer965,40.0,0.001,40.0,174.0,174.0,1.0,0
customer966,2736.0,48.962376226182954,390.85714285714283,271.0,2.0,21.0,1
customer967,20.0,0.001,20.0,362.0,362.0,1.0,0
customer968,25.0,0.001,25.0,281.0,281.0,1.0,0
customer969,75.0,3.5355339059327378,37.5,235.0,76.0,5.0,1
customer97,43664.0,134.39263002058647,4366.4,303.0,10.0,313.0,1
customer970,400.0,27.386127875258307,200.0,283.0,231.0,5.0,1
customer971,690.0,27.838821814150112,690.0,3.0,2.0,9.0,1
customer972,3630.0,193.87330650287825,1210.0,335.0,143.0,13.0,1
customer973,210.0,35.07135583350036,105.0,309.0,125.0,6.0,1
customer974,110.0,5.773502691896258,36.666666666666664,70.0,8.0,3.0,1
customer975,20.0,0.001,20.0,115.0,115.0,1.0,0
customer976,100.0,0.001,100.0,297.0,297.0,1.0,0
customer977,1126.0,42.91347313455983,225.2,241.0,60.0,17.0,1
customer978,315.0,13.228756555322953,315.0,361.0,336.0,7.0,1
customer979,50.0,0.001,50.0,194.0,194.0,1.0,0
customer98,5163.0,9.291096552765106,469.3636363636364,361.0,39.0,213.0,1
customer980,598.0,32.81192195258032,149.5,363.0,28.0,10.0,1
customer981,100.0,0.001,100.0,166.0,166.0,1.0,0
customer982,20.0,0.001,20.0,296.0,296.0,1.0,0
customer983,100.0,0.001,100.0,326.0,326.0,1.0,0
customer984,592.83,24.60598307032545,296.41499999999996,84.0,16.0,15.0,1
customer985,25.0,0.001,25.0,265.0,265.0,1.0,0
customer986,80.0,20.81665999466133,80.0,171.0,171.0,3.0,1
customer987,145.0,8.864052604279182,48.333333333333336,144.0,44.0,7.0,1
customer988,70.0,21.213203435596427,35.0,360.0,321.0,2.0,1
customer989,135.0,5.938674695827104,67.5,134.0,97.0,8.0,1
customer99,15696.0,29.280180979585328,1308.0,366.0,2.0,353.0,1
customer990,77.0,5.770615218501403,38.5,241.0,155.0,5.0,1
customer991,500.0,0.001,500.0,141.0,141.0,1.0,0
customer992,100.0,5.3452248382484875,50.0,258.0,222.0,7.0,1
customer993,5830.0,325.1153641401772,5830.0,24.0,16.0,11.0,1
customer994,551.0,11.8227652339788,91.83333333333333,348.0,69.0,19.0,1
customer995,348.5,19.800042087497356,69.7,304.0,2.0,6.0,1
customer996,50.0,7.637626158259734,25.0,353.0,170.0,3.0,1
customer997,50.0,0.001,50.0,161.0,161.0,1.0,0
0.001,0.001,0.001,0.001,0.001,0.001,0.001,2
customer999,750.0,176.7766952966369,750.0,347.0,347.0,2.0,1
